Category Tag,# of Scenes,# of Regions,Regions per Scene,# of Instances,Mean Instances per Scene,Mean Instances per Region,GT Name (if specified),Bathroom,Bedroom,Dining room,Garage,Hall/stairwell,Kitchen,Laundry room,Living room,Office,Rec room,Unknown room
decorative bottle,1,1,1.0,1,1.0,1.0,,0,0,0,0,0,0,0,0,0,0,35
decorative bowl,14,18,1.2857142857142858,20,1.4285714285714286,1.1111111111111112,,0,7,5,0,0,19,0,25,7,0,579
decorative ceramic,1,1,1.0,1,1.0,1.0,,0,0,0,0,0,0,0,0,0,0,22
decorative cloth,1,1,1.0,1,1.0,1.0,,0,0,0,0,0,0,0,0,0,0,19
decorative dinnerware,2,3,1.5,14,7.0,4.666666666666667,,0,1,0,0,0,0,0,1,0,0,70
decorative frame,1,1,1.0,1,1.0,1.0,,0,0,0,0,1,0,0,0,0,0,24
decorative lamp,1,4,4.0,5,5.0,1.25,,0,2,0,0,0,1,0,1,1,0,113
decorative lantern,1,1,1.0,2,2.0,2.0,,0,0,0,0,0,0,0,2,0,0,30
decorative mask,1,1,1.0,1,1.0,1.0,,0,0,0,0,2,0,0,1,0,0,27
decorative plant,62,191,3.0806451612903225,353,5.693548387096774,1.8481675392670156,,209,66,38,0,21,225,5,94,35,2,4428
decorative plate,20,33,1.65,73,3.65,2.212121212121212,,0,10,2,0,5,44,0,23,3,0,954
decorative quilt,3,4,1.3333333333333333,4,1.3333333333333333,1.0,,0,6,0,0,0,0,0,1,1,1,99
decorative tray,1,1,1.0,1,1.0,1.0,,3,0,0,0,0,0,0,0,0,0,23
decorative vase,3,3,1.0,4,1.3333333333333333,1.3333333333333333,,0,1,1,0,1,4,0,6,0,0,148
decorative vessel,2,3,1.5,3,1.5,1.0,,0,0,0,0,1,2,0,2,0,0,109
decorative window,1,1,1.0,1,1.0,1.0,,0,2,0,0,0,0,0,0,0,0,37
dehumidifier,1,3,3.0,5,5.0,1.6666666666666667,,0,3,0,0,0,5,0,0,0,0,45
den,1,1,1.0,1,1.0,1.0,,11,0,0,0,0,0,0,0,0,0,23
desk,152,307,2.0197368421052633,353,2.3223684210526314,1.1498371335504887,office,48,295,5,0,11,99,7,75,528,20,7076
desk cabinet,1,1,1.0,1,1.0,1.0,office,4,2,0,0,0,0,0,0,2,0,31
desk chair,42,67,1.5952380952380953,71,1.6904761904761905,1.0597014925373134,office,6,74,0,0,9,10,0,12,178,8,1524
desk clutter,7,12,1.7142857142857142,19,2.7142857142857144,1.5833333333333333,office,0,12,0,0,0,0,0,1,44,1,326
desk door,1,1,1.0,1,1.0,1.0,office,0,0,0,0,0,0,0,0,2,0,21
desk lamp,25,30,1.2,32,1.28,1.0666666666666667,office,1,46,1,0,1,9,0,6,92,2,741
desk organizer,1,1,1.0,1,1.0,1.0,office,0,0,0,0,0,0,0,0,5,0,38
detergent,5,5,1.0,10,2.0,2.0,,5,0,0,0,0,9,5,0,1,0,134
detergent bottle,2,2,1.0,2,1.0,1.0,,0,1,0,0,0,5,1,0,0,0,83
device,40,130,3.25,293,7.325,2.253846153846154,,76,56,0,7,27,86,9,63,45,7,3235
dining chair,44,51,1.1590909090909092,277,6.295454545454546,5.431372549019608,dining room,0,2,100,0,9,183,2,36,4,1,1267
dining table,49,58,1.183673469387755,63,1.2857142857142858,1.0862068965517242,dining room,0,10,105,0,9,177,2,42,3,1,1479
dinner chair,2,2,1.0,10,5.0,5.0,dining room,0,0,4,0,0,0,0,4,0,0,58
dinner table,8,8,1.0,8,1.0,1.0,dining room,0,0,12,0,0,26,0,6,1,0,197
dinnerware,4,4,1.0,10,2.5,2.5,,0,0,2,0,0,11,0,3,1,0,131
diploma,8,9,1.125,16,2.0,1.7777777777777777,,6,5,0,0,2,1,0,2,7,0,234
dirt ground,2,2,1.0,5,2.5,2.5,,0,0,0,0,0,0,0,0,0,0,23
dish,8,9,1.125,18,2.25,2.0,,0,4,0,0,0,21,0,5,3,0,281
dish cabinet,1,1,1.0,1,1.0,1.0,,0,0,2,0,0,0,0,0,0,0,17
dish dryer,3,3,1.0,3,1.0,1.0,,0,0,0,0,0,17,2,0,3,0,140
dish rack,1,1,1.0,1,1.0,1.0,kitchen,0,0,0,0,0,3,0,1,0,0,36
dishes,6,6,1.0,8,1.3333333333333333,1.3333333333333333,,0,0,2,0,0,24,0,2,1,0,196
dishrag,9,10,1.1111111111111112,13,1.4444444444444444,1.3,,5,1,6,0,5,59,1,3,0,0,268
dishwasher,122,135,1.1065573770491803,138,1.1311475409836065,1.0222222222222221,kitchen,1,6,34,0,15,849,8,49,14,0,3568
dispenser,2,2,1.0,2,1.0,1.0,,7,3,0,0,0,0,0,0,0,0,49
display,2,5,2.5,64,32.0,12.8,,0,1,0,0,0,3,0,0,2,0,124
display cabinet,32,50,1.5625,73,2.28125,1.46,,0,11,26,0,7,91,2,34,21,8,1300
display case,2,2,1.0,3,1.5,1.5,,0,6,0,0,0,0,0,1,0,0,59
display of pictures,1,1,1.0,3,3.0,3.0,,0,0,0,0,0,0,0,2,0,0,21
display table,8,9,1.125,9,1.125,1.0,,0,1,4,0,1,25,0,2,2,0,218
document,10,16,1.6,44,4.4,2.75,,19,8,0,0,0,5,1,2,29,0,522
document holder,1,1,1.0,4,4.0,4.0,,0,0,0,0,0,0,0,0,1,0,12
dog bed,12,15,1.25,15,1.25,1.0,,0,14,0,4,1,20,2,9,1,0,369
dog leash,1,1,1.0,2,2.0,2.0,,0,0,0,0,1,0,0,0,0,0,13
dog toy,1,1,1.0,1,1.0,1.0,,0,0,0,0,0,0,0,2,1,0,26
doily,1,2,2.0,2,2.0,1.0,,0,0,0,0,1,4,1,0,0,0,108
doll,10,10,1.0,20,2.0,2.0,,0,13,0,0,0,0,0,0,7,1,222
door,216,2288,10.592592592592593,3622,16.76851851851852,1.5830419580419581,,2591,1395,79,51,299,923,120,452,543,69,41670
door /otherroom,1,1,1.0,1,1.0,1.0,,0,0,0,0,1,0,0,0,0,0,32
door cabinet,4,4,1.0,25,6.25,6.25,,9,0,0,0,0,6,1,0,1,0,80
door frame,203,1831,9.019704433497537,3477,17.12807881773399,1.8989623156744948,,1794,1124,68,31,268,839,90,407,415,59,34043
door handle,7,9,1.2857142857142858,12,1.7142857142857142,1.3333333333333333,,24,4,0,3,2,2,1,0,0,0,209
door hinge,6,29,4.833333333333333,41,6.833333333333333,1.4137931034482758,,58,22,0,3,8,7,4,4,6,0,721
door knob,23,191,8.304347826086957,343,14.91304347826087,1.7958115183246073,,269,115,0,1,32,77,9,46,41,3,4391
door screen,1,1,1.0,1,1.0,1.0,,0,0,0,0,0,7,0,2,0,0,53
door stopper,11,12,1.0909090909090908,15,1.3636363636363635,1.25,,0,12,0,0,2,0,1,4,1,0,240
door window,28,51,1.8214285714285714,87,3.107142857142857,1.7058823529411764,,0,31,5,3,15,44,3,23,8,1,1180
door/window,7,14,2.0,16,2.2857142857142856,1.1428571428571428,,0,17,0,0,1,9,0,5,12,1,304
door/window frame,6,13,2.1666666666666665,13,2.1666666666666665,1.0,,0,15,0,0,2,15,1,4,14,1,354
doorbell,1,1,1.0,1,1.0,1.0,,0,0,0,0,0,0,0,0,0,0,9
doormat,50,74,1.48,98,1.96,1.3243243243243243,,2,12,3,10,37,82,11,28,6,1,1841
doorpost,5,54,10.8,102,20.4,1.8888888888888888,,49,45,2,6,6,35,1,8,9,0,871
doorstep,11,20,1.8181818181818181,22,2.0,1.1,,19,7,1,8,4,14,2,5,3,0,579
doorway,4,11,2.75,14,3.5,1.2727272727272727,,0,9,1,0,0,15,0,0,1,0,231
double armchair,1,1,1.0,1,1.0,1.0,,3,0,0,0,0,0,0,0,0,0,20
drain,1,1,1.0,1,1.0,1.0,,0,0,0,3,0,0,0,0,0,0,8
drainage,1,1,1.0,1,1.0,1.0,,0,0,0,0,0,0,0,0,0,0,11
drainpipe,1,1,1.0,1,1.0,1.0,,0,0,0,0,1,0,0,0,0,0,26
draw,1,1,1.0,1,1.0,1.0,,0,0,0,0,0,10,0,0,0,0,29
drawer,41,105,2.5609756097560976,490,11.951219512195122,4.666666666666667,,85,104,3,0,2,113,5,23,35,5,2439
drawer cabinet,1,1,1.0,1,1.0,1.0,,0,1,0,0,0,0,0,0,0,0,32
drawer cart,1,1,1.0,1,1.0,1.0,,0,0,0,0,1,0,1,0,0,0,67
drawer desk,1,1,1.0,1,1.0,1.0,,0,2,0,0,0,0,0,0,4,0,27
drawer sink table,1,1,1.0,1,1.0,1.0,,0,0,0,0,0,3,0,0,0,0,20
drawers,5,6,1.2,7,1.4,1.1666666666666667,,0,0,0,4,2,3,1,2,4,0,230
drawers for clothes,1,1,1.0,1,1.0,1.0,,0,0,0,2,1,1,0,0,0,0,28
drawing,2,5,2.5,9,4.5,1.8,,0,1,0,0,1,7,1,3,1,3,237
dress,2,2,1.0,2,1.0,1.0,,0,0,0,0,0,1,0,0,0,0,54
dresser,70,151,2.157142857142857,198,2.8285714285714287,1.3112582781456954,bedroom,2,365,6,0,12,12,0,43,54,2,2995
dressing table,6,8,1.3333333333333333,8,1.3333333333333333,1.0,,0,14,0,0,0,0,0,0,3,1,189
dried flowers,2,7,3.5,8,4.0,1.1428571428571428,,3,0,0,0,1,4,1,2,1,0,266
drill,2,2,1.0,2,1.0,1.0,,0,0,0,2,0,0,3,0,0,0,77
drinking fountain,1,1,1.0,2,2.0,2.0,,0,0,0,0,0,0,0,0,0,0,29
drum,10,14,1.4,24,2.4,1.7142857142857142,,0,10,2,0,2,20,1,11,9,1,497
drywall board,1,1,1.0,5,5.0,5.0,,0,0,0,0,1,0,1,0,0,0,67
duct,6,7,1.1666666666666667,22,3.6666666666666665,3.142857142857143,,0,0,2,0,5,10,0,2,2,2,234
dumbbell,11,12,1.0909090909090908,33,3.0,2.75,,0,7,0,0,2,4,0,10,11,23,353
dustbin,7,18,2.5714285714285716,19,2.7142857142857144,1.0555555555555556,,39,3,0,0,0,10,1,7,4,0,328
dustpan,4,4,1.0,4,1.0,1.0,,0,0,0,4,1,7,1,1,1,0,116
duvet,1,1,1.0,2,2.0,2.0,,0,0,0,0,0,0,0,0,0,0,24
dvd,3,3,1.0,23,7.666666666666667,7.666666666666667,,0,0,0,0,1,0,1,2,1,0,115
dvd player,3,3,1.0,3,1.0,1.0,,0,2,0,0,1,0,1,2,0,0,120
easel,5,6,1.2,6,1.2,1.0,,0,2,0,0,1,1,0,4,5,0,194
easy chair,3,3,1.0,5,1.6666666666666667,1.6666666666666667,,0,3,0,0,0,0,0,3,1,0,66
electric box,36,50,1.3888888888888888,78,2.1666666666666665,1.56,,13,25,6,6,10,31,6,11,15,1,1225
electric cable,2,2,1.0,2,1.0,1.0,,0,0,0,0,0,0,0,0,0,0,52
electric cord,1,2,2.0,2,2.0,1.0,,0,3,0,0,0,0,0,2,1,0,60
electric device,1,2,2.0,3,3.0,1.5,,0,2,0,0,0,1,0,0,0,0,92
electric drum,1,1,1.0,1,1.0,1.0,,0,0,0,0,0,0,0,0,1,0,87
electric freshener,1,1,1.0,1,1.0,1.0,,0,2,0,0,0,0,0,0,0,0,36
electric guitar,5,6,1.2,33,6.6,5.5,,0,7,0,0,0,2,0,1,5,2,257
electric heater,1,2,2.0,2,2.0,1.0,,0,1,0,0,0,0,0,1,4,0,38
electric hub,1,2,2.0,2,2.0,1.0,,0,0,0,0,0,0,0,0,0,0,34
electric installation,2,3,1.5,3,1.5,1.0,,2,0,0,0,0,0,2,0,0,0,56
electric kettle,3,3,1.0,3,1.0,1.0,,0,0,0,0,0,18,2,1,1,0,108
electric outlet,7,10,1.4285714285714286,13,1.8571428571428572,1.3,,4,7,0,1,0,7,3,1,5,0,306
electric percussion,1,1,1.0,2,2.0,2.0,,0,0,0,0,0,0,0,0,0,0,18
electric plug,1,1,1.0,1,1.0,1.0,,0,1,0,0,0,0,0,2,0,0,26
electric toothbrush,2,2,1.0,3,1.5,1.5,,20,0,0,0,0,0,0,0,0,0,47
electric wire,2,2,1.0,2,1.0,1.0,,0,0,0,4,1,0,1,0,0,0,48
electric wire casing,3,3,1.0,6,2.0,2.0,,4,1,0,0,0,1,0,0,0,0,78
electrical box,15,15,1.0,25,1.6666666666666667,1.6666666666666667,,1,5,0,2,3,2,3,7,5,7,408
electrical controller,21,25,1.1904761904761905,42,2.0,1.68,,0,25,0,0,3,13,1,17,12,3,707
electrical device,1,1,1.0,1,1.0,1.0,,0,0,0,0,2,0,1,0,1,0,45
electrical installation,1,1,1.0,1,1.0,1.0,,0,0,0,0,0,0,2,0,0,0,28
electrical switchboard,1,1,1.0,2,2.0,2.0,,0,0,0,0,0,1,0,0,0,0,56
electricity box,1,2,2.0,3,3.0,1.5,,0,0,0,0,1,0,0,0,0,0,34
electronics,2,3,1.5,4,2.0,1.3333333333333333,,0,1,0,0,3,0,0,2,2,4,108
elephant sculpture,3,4,1.3333333333333333,4,1.3333333333333333,1.0,,0,4,1,0,0,0,0,5,1,0,107
elevator,5,8,1.6,11,2.2,1.375,,0,0,0,0,2,3,0,6,2,0,108
elevator door,1,5,5.0,5,5.0,1.0,,0,0,0,0,5,0,0,2,0,0,111
emergency sign,1,1,1.0,1,1.0,1.0,,0,0,0,0,0,0,0,0,0,0,11
end table,6,10,1.6666666666666667,16,2.6666666666666665,1.6,,0,9,4,0,0,7,0,9,3,1,231
entertainment set,4,4,1.0,6,1.5,1.5,,0,1,0,0,4,0,0,4,0,0,128
entrance arch,1,1,1.0,1,1.0,1.0,,0,0,0,0,0,0,0,1,0,0,12
entry phone,1,1,1.0,1,1.0,1.0,,0,0,0,0,0,0,0,0,0,0,8
exercise ball,12,13,1.0833333333333333,21,1.75,1.6153846153846154,rec room,0,5,0,0,4,1,0,3,15,38,270
exercise bike,10,10,1.0,10,1.0,1.0,rec room,0,6,0,0,3,2,1,4,4,11,237
exercise equipment,12,13,1.0833333333333333,33,2.75,2.5384615384615383,rec room,0,3,0,2,8,4,0,7,8,30,269
exercise ladder,1,1,1.0,1,1.0,1.0,rec room,0,0,0,0,0,0,0,0,0,3,14
exercise machine,9,12,1.3333333333333333,21,2.3333333333333335,1.75,rec room,0,3,0,3,6,1,0,4,12,20,291
exercise mat,3,3,1.0,5,1.6666666666666667,1.6666666666666667,rec room,0,1,0,0,2,0,0,2,0,11,61
exercise mat roll,3,3,1.0,4,1.3333333333333333,1.3333333333333333,rec room,0,4,2,0,0,1,0,1,2,8,74
exercising blocks,1,1,1.0,1,1.0,1.0,rec room,0,0,0,0,0,2,0,1,1,2,52
exhaust pipe,3,3,1.0,3,1.0,1.0,,1,0,0,0,2,12,1,0,0,0,145
exhibition panel,2,6,3.0,6,3.0,1.0,,0,0,0,0,4,0,0,2,1,0,157
exhibition picture,1,1,1.0,2,2.0,2.0,,0,0,0,0,1,0,0,2,0,0,38
exhibition table,1,1,1.0,1,1.0,1.0,,0,0,0,0,1,0,0,2,0,0,38
exhibition window,1,5,5.0,20,20.0,4.0,,0,0,0,0,5,0,0,2,0,0,111
exhibition window frame,1,5,5.0,20,20.0,4.0,,0,0,0,0,5,0,0,2,0,0,111
exit sign,6,12,2.0,19,3.1666666666666665,1.5833333333333333,,0,0,0,0,5,1,0,2,7,0,239
extension cord,3,3,1.0,4,1.3333333333333333,1.3333333333333333,,1,4,0,0,0,0,0,1,5,0,138
extension lead,1,1,1.0,1,1.0,1.0,,0,0,0,0,0,0,2,0,0,0,28
extractor,1,1,1.0,1,1.0,1.0,,0,0,0,0,0,6,0,2,1,0,38
extractor hood,1,1,1.0,1,1.0,1.0,,0,0,0,0,0,5,0,1,0,0,39
eyeglasses,1,1,1.0,2,2.0,2.0,,0,2,0,0,0,0,0,1,5,0,27
fan,58,142,2.4482758620689653,157,2.706896551724138,1.1056338028169015,,8,128,8,7,7,95,7,56,66,10,3420
fan air vent,1,1,1.0,1,1.0,1.0,,5,1,0,0,0,0,0,0,0,0,14
fan coil,1,12,12.0,17,17.0,1.4166666666666667,,18,12,1,0,1,7,1,6,3,3,322
faucet,66,166,2.515151515151515,213,3.227272727272727,1.283132530120482,,615,9,13,0,6,335,22,15,9,0,3243
fence,7,7,1.0,16,2.2857142857142856,2.2857142857142856,,0,0,0,0,1,0,0,2,0,0,103
figure,13,22,1.6923076923076923,41,3.1538461538461537,1.8636363636363635,,11,21,1,0,0,7,0,10,1,0,514
figurine,5,11,2.2,14,2.8,1.2727272727272727,,0,3,0,0,1,7,0,9,3,0,346
file,2,2,1.0,4,2.0,2.0,,0,1,0,0,0,0,0,0,6,1,60
file binder,1,1,1.0,1,1.0,1.0,,0,0,0,0,0,0,0,0,2,0,21
file cabinet,9,9,1.0,11,1.2222222222222223,1.2222222222222223,,6,4,0,0,2,1,0,7,20,0,274
fire alarm,48,146,3.0416666666666665,157,3.2708333333333335,1.0753424657534247,,13,109,3,0,37,91,5,36,48,9,3178
fire detector,8,19,2.375,23,2.875,1.2105263157894737,,32,16,0,0,4,12,2,10,1,0,446
fire extinguisher,35,49,1.4,54,1.542857142857143,1.1020408163265305,,5,14,9,8,19,72,7,14,14,3,1222
fire pit,2,2,1.0,2,1.0,1.0,,0,0,0,0,1,3,0,3,0,0,72
fire screen,3,3,1.0,3,1.0,1.0,,0,0,0,0,0,0,0,6,0,0,94
fire sprinkler,7,15,2.142857142857143,18,2.5714285714285716,1.2,,7,4,0,4,1,6,3,4,0,0,273
firebox,1,1,1.0,1,1.0,1.0,,0,2,0,0,0,0,0,2,0,0,27
fireplace,98,126,1.2857142857142858,130,1.3265306122448979,1.0317460317460319,,11,26,19,0,22,149,2,173,26,2,3844
fireplace brush,1,1,1.0,1,1.0,1.0,,0,0,0,0,1,0,0,2,0,0,44
fireplace floor,2,4,2.0,4,2.0,1.0,,8,2,0,0,0,0,0,2,2,0,118
fireplace mirror,1,1,1.0,1,1.0,1.0,,0,0,0,0,0,0,0,2,0,0,40
fireplace sconce,3,4,1.3333333333333333,5,1.6666666666666667,1.25,,0,2,0,0,1,1,0,5,0,0,122
fireplace shelf,2,3,1.5,3,1.5,1.0,,0,0,0,0,0,2,0,6,0,0,91
fireplace tool set,9,10,1.1111111111111112,12,1.3333333333333333,1.2,,0,4,1,0,0,1,0,12,0,0,324
fireplace utensil,10,10,1.0,12,1.2,1.2,,0,1,0,0,2,18,0,14,1,0,338
fireplace wall,26,28,1.0769230769230769,58,2.230769230769231,2.0714285714285716,,0,5,6,0,9,36,1,38,1,0,904
firewood,14,14,1.0,19,1.3571428571428572,1.3571428571428572,,0,2,0,0,3,12,0,22,1,0,499
firewood bag,1,1,1.0,1,1.0,1.0,,0,0,0,0,0,0,0,3,1,0,30
firewood chest,1,1,1.0,1,1.0,1.0,,0,0,0,0,0,1,0,1,0,0,27
firewood holder,8,8,1.0,8,1.0,1.0,,0,1,3,0,0,20,1,13,0,0,318
fish tank,2,2,1.0,2,1.0,1.0,,0,1,0,0,0,0,0,3,2,0,64
fishing pole,1,1,1.0,3,3.0,3.0,,0,0,0,0,0,0,0,1,1,0,36
fishing rod,1,1,1.0,1,1.0,1.0,,0,0,0,0,0,2,0,1,1,2,52
fitness ball,1,1,1.0,1,1.0,1.0,,0,0,0,0,0,2,0,1,1,2,52
flag,13,13,1.0,15,1.1538461538461537,1.1538461538461537,,4,1,0,4,4,10,1,5,2,0,391
flashlight,1,1,1.0,1,1.0,1.0,,0,2,0,0,0,0,0,0,1,0,20
flatware,3,3,1.0,20,6.666666666666667,6.666666666666667,,0,0,0,0,0,6,1,0,1,0,72
floor,216,2874,13.305555555555555,3231,14.958333333333334,1.1242171189979122,,3213,1461,111,68,360,1343,146,594,583,75,50255
floor /otherroom,1,1,1.0,1,1.0,1.0,,0,0,0,0,1,0,0,0,0,0,32
floor /outside,4,5,1.25,7,1.75,1.4,,0,0,0,0,1,0,0,0,0,0,47
floor frame,1,1,1.0,1,1.0,1.0,,0,5,0,0,0,0,0,0,0,0,25
floor lamp,49,75,1.530612244897959,99,2.020408163265306,1.32,,28,52,16,0,11,33,1,75,37,2,2026
floor mat,24,60,2.5,76,3.1666666666666665,1.2666666666666666,,77,12,2,3,22,67,5,17,13,2,1277
floor stand,4,4,1.0,4,1.0,1.0,,0,2,0,0,2,1,0,2,2,0,112
floor vent,4,11,2.75,15,3.75,1.3636363636363635,,4,8,0,0,1,6,0,6,5,1,268
flower,37,112,3.027027027027027,189,5.108108108108108,1.6875,,86,78,1,0,10,128,5,51,26,4,2660
flower stand,12,17,1.4166666666666667,21,1.75,1.2352941176470589,,2,7,2,0,1,9,0,11,3,0,423
flower vase,66,140,2.121212121212121,209,3.1666666666666665,1.4928571428571429,,141,58,39,0,17,168,2,76,22,1,3038
flowerbed,1,1,1.0,2,2.0,2.0,,0,0,0,0,0,0,0,0,1,0,12
flowerpot,59,155,2.6271186440677967,301,5.101694915254237,1.9419354838709677,,102,67,29,1,20,203,8,78,53,3,3690
fluorescent light,5,8,1.6,14,2.8,1.75,,22,1,0,6,1,2,1,0,0,0,227
flush,3,4,1.3333333333333333,4,1.3333333333333333,1.0,,24,0,0,0,0,0,1,0,0,0,76
flush button,2,4,2.0,4,2.0,1.0,,18,0,0,0,0,0,0,0,1,0,80
flush push,1,1,1.0,1,1.0,1.0,,3,0,0,0,0,0,0,0,0,0,25
foam,1,1,1.0,1,1.0,1.0,,0,0,0,0,0,0,0,0,0,0,10
folded chair,3,3,1.0,3,1.0,1.0,,0,0,0,0,0,1,0,2,0,0,107
folded table,1,1,1.0,1,1.0,1.0,,0,0,0,0,0,0,0,0,0,0,27
folder,17,29,1.7058823529411764,71,4.176470588235294,2.4482758620689653,,0,14,0,0,1,1,0,23,44,0,856
folding chair,16,21,1.3125,31,1.9375,1.4761904761904763,,3,16,2,4,4,15,0,13,6,3,575
folding stand,1,1,1.0,1,1.0,1.0,,0,2,0,0,0,0,0,0,3,0,30
food,12,16,1.3333333333333333,43,3.5833333333333335,2.6875,,0,2,0,2,3,39,5,3,2,0,411
food processor,1,1,1.0,1,1.0,1.0,,0,0,0,0,0,4,0,0,1,0,54
food stand,1,1,1.0,1,1.0,1.0,,0,0,1,0,0,0,0,0,0,0,18
food tray,4,4,1.0,4,1.0,1.0,,0,1,0,0,0,10,0,3,0,0,90
foosball game table,3,3,1.0,3,1.0,1.0,rec room,0,0,0,0,0,4,0,2,5,5,87
foosball table,1,1,1.0,1,1.0,1.0,rec room,0,0,0,0,0,2,0,1,1,2,52
foot spa,1,1,1.0,1,1.0,1.0,,0,0,0,0,1,0,0,0,0,0,24
foot stand,1,1,1.0,1,1.0,1.0,,0,3,0,0,0,0,0,0,2,0,28
football,2,2,1.0,3,1.5,1.5,,0,1,0,0,0,0,0,1,3,0,55
footrest,17,20,1.1764705882352942,22,1.2941176470588236,1.1,,3,14,1,0,0,0,0,22,12,1,610
footstool,7,8,1.1428571428571428,8,1.1428571428571428,1.0,,1,13,0,4,3,3,1,7,0,0,232
fork,3,3,1.0,8,2.6666666666666665,2.6666666666666665,,0,0,2,3,2,2,0,2,0,0,118
frame,48,90,1.875,136,2.8333333333333335,1.511111111111111,,58,57,4,6,11,47,6,25,29,4,2159
framed text,1,1,1.0,1,1.0,1.0,,0,0,0,0,1,0,0,0,0,0,21
freezer,5,5,1.0,7,1.4,1.4,,0,1,0,0,0,17,0,0,0,0,147
fridge,36,51,1.4166666666666667,54,1.5,1.0588235294117647,kitchen,6,4,2,3,2,244,3,19,14,6,1338
fruit,14,14,1.0,19,1.3571428571428572,1.3571428571428572,,0,1,2,0,0,58,0,6,6,0,460
fruit bowl,14,14,1.0,14,1.0,1.0,,0,0,7,0,2,60,0,10,0,0,384
frying pan,1,1,1.0,1,1.0,1.0,,0,0,0,0,0,4,0,0,1,0,54
fume cupboard,2,2,1.0,2,1.0,1.0,,0,2,0,0,0,7,0,2,0,0,41
fur,1,1,1.0,2,2.0,2.0,,0,1,0,0,0,0,0,1,0,2,33
fur carpet,1,1,1.0,1,1.0,1.0,,0,0,0,0,0,0,0,0,0,0,16
furnace,23,26,1.1304347826086956,27,1.173913043478261,1.0384615384615385,,1,3,2,0,9,33,8,15,1,2,734
furniture,11,22,2.0,26,2.3636363636363638,1.1818181818181819,,13,7,0,5,5,10,1,11,7,4,531
fuse box,9,10,1.1111111111111112,15,1.6666666666666667,1.5,,0,2,0,2,5,18,1,3,2,0,243
fuse panel,1,1,1.0,1,1.0,1.0,,0,0,0,3,0,0,0,0,0,0,10
game,2,3,1.5,3,1.5,1.0,,0,1,0,0,4,2,0,3,2,5,122
game board,1,1,1.0,1,1.0,1.0,,0,0,0,0,0,0,0,2,0,0,29
game console,1,1,1.0,1,1.0,1.0,,0,2,0,0,0,0,0,0,0,0,20
gap,1,1,1.0,2,2.0,2.0,,0,1,0,0,0,0,0,0,0,0,12
garage door,24,25,1.0416666666666667,33,1.375,1.32,garage,1,3,0,69,12,7,7,2,0,2,704
garage door frame,9,9,1.0,12,1.3333333333333333,1.3333333333333333,garage,0,0,0,32,5,3,2,0,0,1,278
garage door motor,5,5,1.0,5,1.0,1.0,garage,0,0,0,14,1,1,3,0,0,0,158
garage door opener,3,3,1.0,3,1.0,1.0,garage,0,0,0,12,2,0,0,0,0,1,93
garage door opener bar,3,3,1.0,4,1.3333333333333333,1.3333333333333333,garage,0,0,0,11,2,1,1,0,0,0,124
garage door opener motor,7,7,1.0,9,1.2857142857142858,1.2857142857142858,garage,0,0,0,28,5,2,0,0,0,0,164
garage door opener railing,1,1,1.0,2,2.0,2.0,garage,0,0,0,4,1,0,0,0,0,0,36
garage door railing,12,13,1.0833333333333333,30,2.5,2.3076923076923075,garage,0,1,0,41,6,2,5,1,0,1,328
garage light,5,5,1.0,9,1.8,1.8,garage,0,0,0,20,3,1,0,0,0,0,99
garden bench,1,1,1.0,1,1.0,1.0,,0,0,0,0,0,0,0,0,0,0,15
garden chair,1,1,1.0,4,4.0,4.0,,0,0,0,0,0,0,0,0,0,0,15
garden deck,1,1,1.0,1,1.0,1.0,,0,0,0,0,0,0,0,0,0,0,15
gas box,1,1,1.0,1,1.0,1.0,,0,0,0,2,0,0,1,0,0,0,43
gas container,1,1,1.0,1,1.0,1.0,,0,0,0,0,0,3,0,0,0,0,40
gas furnace,1,1,1.0,1,1.0,1.0,,0,0,0,0,1,0,1,0,0,0,67
gas meter,1,1,1.0,1,1.0,1.0,,1,0,0,0,0,0,0,0,0,0,47
gate,2,2,1.0,4,2.0,2.0,,0,0,0,0,0,1,0,2,2,0,48
gauge,1,1,1.0,1,1.0,1.0,,1,0,0,0,0,0,0,0,0,0,47
gift,2,2,1.0,8,4.0,4.0,,0,2,0,0,0,4,0,1,1,0,56
glass,38,60,1.5789473684210527,175,4.605263157894737,2.9166666666666665,,35,24,9,0,7,66,2,24,15,3,1527
glass container,1,1,1.0,1,1.0,1.0,,0,0,0,0,0,0,0,1,0,0,27
glass door,2,2,1.0,2,1.0,1.0,,4,3,0,0,0,0,0,0,0,0,34
glass pane,1,1,1.0,1,1.0,1.0,,4,3,0,0,0,0,0,0,0,0,24
glasses,8,8,1.0,10,1.25,1.25,,0,0,0,0,0,10,0,10,4,0,268
globe,25,27,1.08,27,1.08,1.0,,0,29,2,4,3,6,1,9,38,2,740
globe stand,4,4,1.0,4,1.0,1.0,,0,6,0,0,0,0,0,0,2,0,94
gloves,4,4,1.0,4,1.0,1.0,,1,0,0,0,2,6,1,0,1,0,161
glue,1,1,1.0,1,1.0,1.0,,0,0,0,0,0,1,0,0,0,0,56
goalpost,1,1,1.0,1,1.0,1.0,,0,0,0,0,0,1,0,2,0,3,31
golf sticks,1,1,1.0,1,1.0,1.0,,0,0,0,0,0,0,0,0,2,0,36
grab bar,1,1,1.0,1,1.0,1.0,,9,0,0,0,0,0,0,0,0,0,23
gramophone,1,1,1.0,1,1.0,1.0,,1,4,0,0,0,0,0,0,2,0,23
