Scene,Region,# of Tags,Relevant Tags in Region (Excluding : window;ceiling;floor;door;unknown;wall;window frame)
00422-8wJuSPJ9FXG,3,20,mirror;picture;box of tissues;faucet;liquid soap;flower vase;bouquet;decoration;bath towel;towel ring;toilet paper;sink cabinet;toilet brush;toilet;door frame
00422-8wJuSPJ9FXG,4,8,ceiling lamp;picture;wardrobe;door frame
00422-8wJuSPJ9FXG,5,2,stairs railing
00422-8wJuSPJ9FXG,6,14,door window;door frame;seat;decoration;hat;mirror;coat rack;decorative plant;table
00422-8wJuSPJ9FXG,7,4,stairs railing;stairs
00422-8wJuSPJ9FXG,8,7,ceiling lamp;picture;door frame;wall electronics
00422-8wJuSPJ9FXG,9,40,ceiling lamp;picture;wall lamp;table lamp;lampshade;mirror;door frame;decoration;wardrobe;office table;chest of drawers;file cabinet;paper storage;monitor;office chair;trashcan;stationery;storage box;folder;briefcase;clutter;rack;sculpture;decorative plant;computer mouse;keyboard;printer;telephone;pc tower;computer equipment;chest;workstation;table;ceiling vent
00422-8wJuSPJ9FXG,10,26,ceiling vent;wall lamp;mirror;bathroom towel;picture;liquid soap;faucet;hot water/cold water knob;sink cabinet;door frame;hook;showerhead;handrail;toilet brush;toilet;shower knob;bathtub;shower curtain;shelf;shower wall;cosmetic;shower curtain rod
00422-8wJuSPJ9FXG,11,23,wall tv;painting;painting frame;ceiling lamp;door frame;bedside lamp;table lamp;chest of drawers;pillow;bed comforter;bed;casket;nightstand;tablet;book;mirror;ceiling vent;photo
00422-8wJuSPJ9FXG,12,30,ceiling lamp;ceiling molding;wall lamp;picture;mirror;shower wall;rug;curtain rod;curtain;bouquet;flowerpot;towel bar;toilet paper;basket;toilet;cabinet;toilet brush;shower floor;shower door frame;shower bench;shower rod;shower hose;showerhead;hot water/cold water knob;shower caddy;ceiling vent;cosmetics
00422-8wJuSPJ9FXG,13,9,ceiling lamp;luggage;clothes;shelf clutter;handbag;ceiling vent
00434-L5QEsaVqwrY,0,21,carpet;rug;painting;nightstand;table lamp;bed curtain;window curtain;bed;cushion;cabinet;wall tv;sofa chair;decoration;ceiling lamp;door frame;curtain rod
00434-L5QEsaVqwrY,1,8,painting;ceiling lamp;door frame;rug
00434-L5QEsaVqwrY,2,23,ceiling lamp;electrical box;window curtain;display cabinet;door frame;painting;copier machine;cabinet;shelf;desk chair;desk;keyboard;mouse;appliance;monitor;stack of papers
00434-L5QEsaVqwrY,3,21,ceiling lamp;recessed cubby;shower;mirror;blinds;bathtub;bathtub utensil;plant;door frame;sink cabinet;bathroom towel;sink;candle;bathroom utensil;bathrobe
00434-L5QEsaVqwrY,4,8,ceiling lamp;basket;toilet brush;toilet paper;toilet
00434-L5QEsaVqwrY,5,15,mirror;wardrobe;basket;toy;ceiling lamp;door frame;case;box;hanging clothes;towel;clothes
00434-L5QEsaVqwrY,6,8,ceiling lamp;painting;door frame;wardrobe
00434-L5QEsaVqwrY,7,18,ceiling lamp;wardrobe;door frame;bed;cushion;nightstand;bookshelf;decoration;desk;window curtain;curtain rod;pile of magazines
00434-L5QEsaVqwrY,8,36,ceiling lamp;ceiling wall;painting;clock;kitchen cabinet;kitchen counter;oven;wine rack;cabinet;towel;stovetop;sink;bowl;bar chair;sofa;throw blanket;cushion;rug;coffee table;plant;decoration;candle;table lamp;table;chair;shelf;tv;door frame;window curtain;curtain rod
00434-L5QEsaVqwrY,9,14,ceiling floor;mirror;door frame;sink cabinet;sink;plant;bathroom utensil;side table;candle;ceiling lamp
00434-L5QEsaVqwrY,10,8,toilet paper;toilet;toilet brush
00434-L5QEsaVqwrY,11,23,ceiling lamp;wall board;blinds;kitchen counter;kitchen lower cabinet;kitchen cabinet;sink;refrigerator;dishwasher;fruit bowl;plant;door frame;knife holder;telephone;shelf;decoration;pot
00434-L5QEsaVqwrY,12,15,ceiling lamp;beam;door frame;mirror;table;plant;rug;coat rack;rack;wall lamp
00434-L5QEsaVqwrY,13,22,ceiling lamp;rug;sofa;cushion;wall tv;fireplace;coffee table;decoration;plant;door frame;curtain;curtain rod;window curtain;table;table lamp;beam
00434-L5QEsaVqwrY,14,27,ceiling lamp;wardrobe;rug;painting;mirror;bookshelf;curtain;curtain rod;door frame;sofa chair;cushion;coffee table;table lamp;decoration;plant;cabinet;aquarium;basket;book;toy;pile of magazines;box
00434-L5QEsaVqwrY,15,18,ceiling lamp;shower;mirror;sink cabinet;sink;blinds;bathtub;laundry basket;door frame;towel;radiator;shower bar
00434-L5QEsaVqwrY,16,9,door frame;ceiling lamp;toilet;toilet brush;toilet paper
00434-L5QEsaVqwrY,17,19,carpet;ceiling lamp;wardrobe;wall board;stool;desk;storage box;chest;bed;cushion;nightstand;window curtain;curtain rod;door frame
00434-L5QEsaVqwrY,18,23,ceiling lamp;wardrobe;painting;blinds;bookshelf;ball;window curtain;curtain rod;desk;stool;bed;cushion;nightstand;shelf;toy;door frame
00434-L5QEsaVqwrY,19,23,ceiling lamp;wardrobe;tv stand;painting;window curtain;basket;bed;cushion;nightstand;table lamp;curtain rod;desk chair;desk;keyboard;mouse;laptop;door frame
00434-L5QEsaVqwrY,20,18,ceiling lamp;door frame;mirror;shower;blinds;trashcan;toilet brush;toilet;toilet paper;basket;sink cabinet;sink
00434-L5QEsaVqwrY,21,17,ceiling lamp;blinds;kitchen cabinet;dishwasher;kitchen counter;sink;microwave;kettle;decoration;shelf;cardboard box;vessel
00434-L5QEsaVqwrY,22,32,ceiling lamp;ceiling wall;doormat;stairs;wall board;garage door;door frame;garage door railing;refrigerator;cardboard;plant;basket;bag;box;shelf;drawers for clothes;hanging clothes;coat hanger;umbrella;shoe;shovel;handbag;stack of papers;object;fuse box
00434-L5QEsaVqwrY,23,16,ceiling lamp;door frame;cabinet;laundry machine;countertop;sink;shelf cubby;laundry basket;washing stuff;hanging clothes;clothes hanger;cardboard
00434-L5QEsaVqwrY,24,16,window /outside;ceiling lamp;grill;rug;sofa chair;cushion;pillar;beam;coffee table;decoration;sofa;throw blanket
00434-L5QEsaVqwrY,25,6,patio floor;roof
00434-L5QEsaVqwrY,26,13,patio floor;ceiling lamp;window /outside;sofa;plant;beam;lounge chair;table;decoration;seat;chair
00440-wPLokgvCnuk,0,34,tv;plant;curtain;curtain rod;painting;ornament;remote control;telephone;sideboard;book;coffee table;rug;armchair;cushion;sofa;chair;stool;table;refrigerator;kitchen cabinet;sink;tap;kitchen counter;dishwasher;microwave;towel;cooker;door frame
00440-wPLokgvCnuk,1,14,toilet paper;mirror;toilet;sink;tap;box;soap dispenser;sink cabinet;door frame
00440-wPLokgvCnuk,2,11,thermostat;painting;banister;air conditioner;stairs;door frame
00440-wPLokgvCnuk,3,17,picture;painting;curtain;curtain rod;lamp;table;thermostat;pillow;rug;bed;door frame
00440-wPLokgvCnuk,4,20,door frame;shower soap shelf;shampoo;shower hose/head;shower dial;step;toilet paper;towel;bin;toilet;mirror;sink;tap;box of tissues;sink cabinet
00440-wPLokgvCnuk,5,38,sink cabinet;mirror;painting;towel;box;toilet paper;toilet;vase;tap;bathtub;bath cabinet;door frame;step;tissue box;soap dispenser;sink;ceiling fan;chair;table;rug;curtain;curtain rod;tv;remote control;sideboard;pillow;thermostat;lamp;telephone;nightstand;bed
00444-sX9xad6ULKc,0,49,fan;painting;fireplace;tv;couch;sofa chair;cabinet table;flowerpot;pillow;cover;table;lamp;cabinet;cup;book;decoration;rug;blinds;curtain;mat;bowl;dining table;dining chair;door frame;electric box;display cabinet;desk;coffee machine;telephone;appliance;refrigerator;oven and stove;microwave;kitchen cabinet;toaster;knife holder;kettle;dishwasher;kitchen counter;sink;tap;stool;box;wall post
00444-sX9xad6ULKc,1,27,flower vase;parapet;mirror;door frame;painting;display cabinet;lamp;book;candle;decoration;table;flowerpot;rug;dining table;dining chair;plate;couch;sofa chair;pillow;blinds;archway
00444-sX9xad6ULKc,2,11,mat;cabinet;door frame;archway;alarm
00444-sX9xad6ULKc,3,31,fan;door frame;desk;desk chair;pillow;flower vase;rug;screen;computer;decoration;tv;table;curtain;curtain rod;mirror;rack;box;bowl;clock;picture;flowerpot;globe;book;alarm;appliance
00444-sX9xad6ULKc,4,21,ceiling lamp;door frame;towel;toilet;toilet paper;mat;painting;bathroom cabinet;sink;tap;bathroom accessory;mirror;shower cabin;shower hose/head;shelf
00444-sX9xad6ULKc,5,8,door frame;cabinet;ceiling lamp;laundry machine
00444-sX9xad6ULKc,6,10,vent;alarm;door frame;appliance;archway;decoration
00444-sX9xad6ULKc,7,16,ceiling lamp;curtain;towel;toilet;door frame;bathroom cabinet;sink;tap;toilet paper;mirror;bathroom accessory;decoration
00444-sX9xad6ULKc,8,15,ceiling lamp;alarm;door frame;decoration;bed;pillow;table;lamp;flowerpot
00444-sX9xad6ULKc,9,14,bed;painting;cabinet;lamp;ceiling lamp;alarm;door frame;pillow
00444-sX9xad6ULKc,10,22,fan;bed;cabinet;lamp;drawer;flowerpot;door frame;blinds;mirror;decoration;picture;tv;pillow;appliance;telephone;alarm
00444-sX9xad6ULKc,11,23,ceiling lamp;door frame;shower cabin;towel;picture;curtain;bathtub;parapet;flowerpot;bathroom cabinet;sink;mirror;appliance;tap;vent;toilet;toilet paper
00463-URjpCob8MGw,1,23,wardrobe;radiator;pillar;trashcan;cabinet;bench;shelf;ladder;heater;fan;wall lamp;washer-dryer;washing machine;door frame;bucket;mirror;chandelier
00463-URjpCob8MGw,2,12,light;door frame;trashcan;bucket;broom;locker;container;patio chair
00463-URjpCob8MGw,3,10,bed;radiator;mirror;bed table;lamp;door frame
00463-URjpCob8MGw,4,21,bath mat;bath towel;toilet paper dispenser;toilet;bathtub;toilet brush;toilet brush holder;radiator;curtain;sink;mirror;door frame;bath faucet;faucet;liquid soap;bathroom shelf;closet shelf
00463-URjpCob8MGw,5,9,ceiling lamp;radiator;mirror;shelf;painting;door frame;ceiling door
00463-URjpCob8MGw,6,12,wardrobe;radiator;bed;ceiling wall;ceiling lamp;plush toy;bedside lamp
00463-URjpCob8MGw,7,16,mirror;chair;desk;painting;clock;bed;wardrobe;coffee table;pillow;shelf;pillar;radiator
00463-URjpCob8MGw,8,6,ceiling lamp;painting;door frame
00463-URjpCob8MGw,9,20,bath cabinet;mirror;bath sink;trashcan;bathroom cabinet;toilet;bidet;toilet brush;bath;ceiling lamp;radiator;curtain;toilet paper;ceiling wall
00463-URjpCob8MGw,10,17,ceiling lamp;painting;globe;desk;desk chair;closet;wardrobe;radiator;mirror;cabinet;shelf;curtain
00463-URjpCob8MGw,11,17,bed;radiator;cabinet;ceiling wall;ceiling lamp;door frame;photo;desk chair;desk;table lamp;bed table;mirror
00463-URjpCob8MGw,12,20,radiator;painting;mirror;wardrobe;cabinet;carpet;table;clock;curtain;ceiling wall;ceiling lamp;stairs;stairs railing;lamp;wall lamp;step
00463-URjpCob8MGw,13,22,armchair;table;pillow;clothes hanger;painting;door frame;stairs;bag;ceiling lamp;bookshelf;book;clock;statue/art;vase;stairs railing;wall lamp;ceiling wall
00463-URjpCob8MGw,14,15,bed;wardrobe;bookshelf;ceiling lamp;curtain;radiator;bed table;shelf;door frame;ceiling wall
00463-URjpCob8MGw,15,19,toilet;mirror;bath cabinet;bath sink;bath;bath mat;curtain;radiator;bidet;paper towel dispenser;ceiling wall;curtain rail;trashcan;toilet brush
00463-URjpCob8MGw,16,10,painting;toilet;sink;mirror;cabinet;towel
00463-URjpCob8MGw,17,17,painting;tv;air conditioner;radiator;shelf;fireplace;couch;pillow;tv stand;table;ceiling lamp;ceiling wall
00463-URjpCob8MGw,18,15,coach;pillow;dining table;shelf;painting;ceiling wall;ceiling lamp;cabinet;statue/art;door frame;table
00463-URjpCob8MGw,19,26,microwave;shelf;sink table;ventilation hood;oven and stove;coffee machine;refrigerator;counter;chair;curtain;ceiling lamp;freezer;pan;door frame;wine rack;mini fridge;bowl;ceiling wall;art frame;paper;painting;spice rack
00463-URjpCob8MGw,20,4,Only contains ignored tags : door;window;wall;ceiling
00463-URjpCob8MGw,21,8,cabinet;wardrobe;door frame
00463-URjpCob8MGw,22,3,pool
00466-xAHnY3QzFUN,0,17,door frame;picture;decorative plant;table;decoration;book;armchair;sofa;bottle;ceiling lamp;air vent
00466-xAHnY3QzFUN,1,45,door knob;door frame;device;ceiling lamp;picture;crate;tv stand;tv;decorative plant;decoration;table;book;sofa;floor lamp;painting;chair;kitchen island;ceiling lower;kitchen cabinet;extractor hood;mirror;kitchen cabinet lower;oven;plant;tray;knife;kitchen appliance;cabinet;air conditioner;clock;vase;bowl;dinnerware;air vent;sink;dish;cutlery;tap
00466-xAHnY3QzFUN,2,16,door knob;door frame;mirror;bed table;table lamp;picture;bed;decorative plant;ceiling lamp;air vent
00466-xAHnY3QzFUN,3,8,shelf;box;clothes;pillar;shoe
00466-xAHnY3QzFUN,5,25,door frame;picture;door knob;cabinet;decorative plant;basket;pot;ceiling lamp;cloth;brushes;mirror;shelf;pan;vegetables;jar;box;waffle iron;tray;bottles;book
00466-xAHnY3QzFUN,7,11,step;picture;air vent;ceiling lamp;smoke detector;chair
00466-xAHnY3QzFUN,9,12,decorative plant;desk;clock;decoration;picture;table lamp;chair;door frame;door knob
00466-xAHnY3QzFUN,10,25,door frame;door knob;towel;towel bar;shower cabin;shower floor;shower wall;shower bar;shower dial;mirror;wash cabinet;washbasin;tap;decorative plant;cosmetics;picture;bath;bath dial;ceiling lamp;air vent
00466-xAHnY3QzFUN,11,9,door frame;toilet;toilet paper dispenser
00466-xAHnY3QzFUN,12,16,door knob;door frame;bed;picture;bed table;table lamp;decorative plant;ceiling lamp;air vent
00466-xAHnY3QzFUN,13,22,door frame;mirror;wash cabinet;washbasin;cosmetics;decorative plant;tap;picture;toilet paper dispenser;toilet;air vent;shower wall;shower floor;shower cabin;shower bar;shower dial;towel;towel bar;ceiling lamp
00466-xAHnY3QzFUN,14,19,door frame;door knob;picture;bed table;lamp;table lamp;decoration;decorative plant;book;bed;ceiling lamp;air vent
00466-xAHnY3QzFUN,15,23,door frame;bag with sheets;hanger;cap;hat;headphones;scarf;bed table;book;table lamp;decoration;bed;picture;door knob;air vent;ceiling lamp
00475-g7hUFVNac26,0,29,carpet;couch;table;drawer;cabinet;tv;door frame;painting;decoration;picture;lamp stand;pool table;pool stick;exercise equipment;lamp;dartboard;fire alarm;bar cabinet;bar chair;mini fridge;plush toy;display cabinet;speaker;toy
00475-g7hUFVNac26,1,19,door frame;carpet;display table;plant;desk;desk chair;picture;screen;printer;trashcan;decoration;clock;teapot;appliance;ceiling lamp;railing
00475-g7hUFVNac26,2,16,door frame;ceiling lamp;fire alarm;carpet;bed;cabinet;picture;pillow;mirror;vent;appliance
00475-g7hUFVNac26,3,23,ceiling lamp;rug;toilet;toilet brush;trash can;bathroom cabinet;toilet paper;sink;tap;mirror;wall lamp;appliance;bathroom accessory;towel bar;towel;curtain;tissue box;door frame;unknown/remove
00475-g7hUFVNac26,4,23,ceiling lamp;fire alarm;carpet;door frame;bed;cabinet;lamp;desk;desk chair;appliance;trashcan;picture;decoration;mirror;stool;basket;alarm clock;pillow
00475-g7hUFVNac26,5,20,ceiling lamp;fire alarm;door frame;picture;chair;cabinet;mirror;trashcan;display cabinet;lamp;alarm clock;bed;pillow;carpet;book
00475-g7hUFVNac26,6,19,ceiling lamp;vent;curtain;rug;toilet;bathroom cabinet;mirror;sink;toilet paper;trash can;tissue box;towel bar;picture;wall lamp;bathroom accessory
00475-g7hUFVNac26,7,18,door frame;alarm;staircase handrail;stair;stairs railing;bench;picture;rug;doormat;clothes hanger;clothes;shoe
00475-g7hUFVNac26,8,19,chair;picture;wall clock;display cabinet;stool;dinner table;dining chair;cabinet;bowl;box;plate;appliance;rug;door frame
00475-g7hUFVNac26,9,26,rug;couch;sofa chair;fireplace;table;lamp;decoration;display cabinet;tv;hunting trophy;picture;cabinet;sink;tap;mini fridge;bottle;appliance;speaker;teapot;jar;box
00475-g7hUFVNac26,10,39,curtain;curtain rod;tv;water dispenser;wall clock;kitchen cabinet;door frame;lamp;refrigerator cabinet;refrigerator;table;chair;doormat;rug;picture;antique telephone;stool;kitchen lower cabinet;kitchen counter;calendar;oven;microwave;stove;sink;tap;telephone;coffee machine;knife holder;tissue box;spice rack;kitchen countertop item;basket of something;cabinet
00475-g7hUFVNac26,11,24,beam;pillar;fan;couch;table;lamp;cabinet;hunting trophy;decoration;rug;fireplace;fireplace wall;tv;fireplace tool set;firewood;pillow;blanket;appliance;basket of something
00475-g7hUFVNac26,12,13,ceiling under staircase;wall lamp;stairs railing;staircase handrail;picture;appliance;door frame;fire alarm;hunting trophy;display cabinet
00475-g7hUFVNac26,13,17,ceiling lamp;fire alarm;door frame;towel;cabinet;rack;hanger;basket of something;clothes;shoe;appliance;picture;kitchen countertop items
00475-g7hUFVNac26,14,21,decoration;shelf;towel;towel bar;toilet;toilet paper;wall lamp;mirror;picture;toilet brush;trash can;bathroom cabinet;sink;tap;bathroom accessory;mat;appliance
00475-g7hUFVNac26,15,15,ceiling lamp;wall panel;trashcan;appliance;hanger;laundry machine;basket of something;cabinet;bottle of detergent;bag;box
00475-g7hUFVNac26,16,28,carpet;curtain rod;curtain;door frame;chandelier;picture;bed;cabinet;lamp;drawer;trashcan;decoration;box;appliance;mirror;can;rack;tv;pillow;alarm clock;fire alarm;telephone;tissue box
00475-g7hUFVNac26,17,6,ceiling lamp;carpet;door frame;picture
00475-g7hUFVNac26,18,24,ceiling lamp;mat;picture;door frame;wall lamp;towel bar;bathtub platform;bathtub;tap;bathroom accessory;tissue box;bathroom cabinet;mirror;sink;shower cabin;scale;bowl;appliance
00475-g7hUFVNac26,19,12,picture;trash can;toilet paper;toilet;tissue box;basket of something
00475-g7hUFVNac26,20,21,carpet;ceiling lamp;rack;shelf;fan;case;bag;pillow;blanket;appliance;cardboard box;vacuum cleaner;shoe;tile;hat;clothes;hanger;box
00475-g7hUFVNac26,21,16,ceiling lamp;carpet;rack;shelf;hanging clothes;bag;shoe;basket of something;box;blanket;clothes;appliance;belt
00475-g7hUFVNac26,22,40,carpet;parapet;door frame;stairs;staircase handrail;hunting trophy;couch;table;lamp;chair;cabinet;vacuum cleaner;rack;speaker;appliance;picture;pillow;blanket;three;pillar;beam;mat;desk chair;computer;screen;exercise equipment;treadmill;exercise bike;duct;electrical box;bag;pipe;box;frame;stair frame
00475-g7hUFVNac26,23,18,ceiling lamp;picture;toilet;bathroom cabinet;sink;toilet paper;towel;towel bar;curtain;mirror;parapet;mat;toilet brush;trash can
00475-g7hUFVNac26,24,26,carpet;appliance;bed;cabinet;door frame;mirror;picture;fire alarm;desk;rack;book;box;hat;fan;lamp;decoration;parapet;pillow;tray;wall lamp;bin
00475-g7hUFVNac26,25,17,carpet;bed;pillow;drawer;mirror;appliance;bottle;bin;vase;table;bedframe;ladder;box;fire alarm
00476-NtnvZSMK3en,1,26,door frame;ceiling window;wardrobe;painting;wall hanging decoration;clothes hanger;hanging clothes;radiator;shelf;clock;toy;bookshelf;plush toy;bed;cabinet;box;bedside lamp;book display;cart;wall lamp;ceiling lamp;rug
00476-NtnvZSMK3en,2,18,cabinet;box;clothes;luggage;pillow;toy;clutter;picture;radiator;mirror;decorative plant;floor lamp;lounge chair;lamp;decoration
00476-NtnvZSMK3en,3,21,ceiling window;radiator;bookshelf;wall tv;plant;floor lamp;telescope;cabinet;coffee table;radio;decoration;candle;box;rug;couch;pillow
00476-NtnvZSMK3en,4,20,door frame;radiator;ceiling window;mirror;mirror frame;wall clock;bathroom cabinet;bathroom shelf;laundry basket;bathroom towel;bathtub;washcloth;shampoo;sink;cosmetic;grate
00476-NtnvZSMK3en,5,28,door frame;blinds;calendar;whiteboard;picture;painting;shelf with clutter;radiator;wardrobe;plush toy;bed;nightstand;radio;bedside lamp;bookshelf;box;exercise mat roll;cabinet;paper;globe;desk;office chair;toy;rug
00476-NtnvZSMK3en,6,27,door frame;blinds;painting;wall hanging decoration;radiator;picture frame;picture;nightstand;book;toy;bedside lamp;desk;office chair;shelf with clutter;bag;storage box;cabinet;wardrobe;plush toy;shelf;bed;laptop
00476-NtnvZSMK3en,7,14,stairs railing;stairs;stairs skirt;partition;toy;bench;wall hanging decoration;roomba;closet mirror wall;closet door
00476-NtnvZSMK3en,8,16,door frame;ceiling lamp;painting;blinds;radiator;headboard;bed;picture;box;nightstand;bedside lamp
00476-NtnvZSMK3en,9,24,blinds;box;floor lamp;coffee table;sofa;pillow;book;mirror;newspaper basket;decorative plant;table;chair;end table;vase;speaker;tv;tv stand;rug;keyboard;computer mouse
00476-NtnvZSMK3en,10,21,ceiling lamp;wall clock;floor lamp;mirror;kitchen appliance;cabinet;vase;decoration;decorative plant;bench;bowl;blinds;dining chair;dining table;laptop;pad
00476-NtnvZSMK3en,11,21,wall hanging decoration;blinds;kitchen appliance;dog bed;bowl;mirror;kitchen cabinet;oven;basket;kitchen counter;range hood;calendar;stovetop;jar;bowl of fruit;paper towel;sink
00476-NtnvZSMK3en,12,16,door frame;dartboard;vacuum cleaner;bag;refrigerator;box;storage shelving;tool;washing machine;trashcan;shoe;doormat
00487-erXNfWVjqZ8,0,64,curtain;bag;shelf;broom;heater;water heater;heater piping;exhaust pipe;pump;board;hose;switch;electric box;plant;flowerpot;storage box;storage bin;vacuum cleaner;rack;paper towel;cardboard box;plastic bag;shelf with clutter;tray;laundry basket;toilet brush;wall board;bottle of detergent;bowl;wall electronics;pipe;washing machine and dryer;sink;footstool;tap;refrigerator;bucket;flag;can of paint;plunger;broomstick;plumbing;blanket;column;clothes hanger;hanging clothes;basket;support beam;ceiling pipe;fire alarm;cables;staircase handrail;stairs;gloves;landing;ledge;mop;alarm
00487-erXNfWVjqZ8,1,24,painting;couch;pillow;chest of drawers;table lamp;telephone;side table;book;box of tissues;plate;shutter;wall hanging decoration;tv;tv stand;tv remote;media console;closet door;door frame;armchair
00487-erXNfWVjqZ8,2,13,door window;door knob;door frame;door hinge;doorway;alarm control;radiator;wall electronics;ceiling light fixture connection
00487-erXNfWVjqZ8,3,31,painting;art frame;mirror;mirror frame;fireplace;mantel;firebox;fireplace sconce;fireplace tool set;curtain;shutter;radiator;table lamp;dresser;armchair;pillow;fume cupboard;decorative bowl;wall electronics;wardrobe;couch;coffee table;decorative plant;stonework;ironing board
00487-erXNfWVjqZ8,4,18,chair;dresser;curtain;shutter;radiator;table lamp;side table;dining table;decorative plant;flower vase;chandelier;carpet;doorway
00487-erXNfWVjqZ8,5,40,doorway;shutter;telephone;recycle bin;kitchen cabinet;kitchen shelf;box of tissues;newspaper;coffee machine;towel;drawer;countertop;window shade;board;refrigerator cabinet;refrigerator;kitchen lower cabinet;oven and stove;dishwasher;microwave;kitchen countertop item;flowerpot;plant;radio;cooker;bottle of detergent;tap;kitchen table;chair;decorative plant;cup;wall clock;ceiling fan;ceiling lamp;radiator
00487-erXNfWVjqZ8,6,24,tiles;blinds;toilet paper;toilet;box of tissues;radiator;towel;towel bar;mirror;mirror frame;washbasin;tap;countertop;bottle of soap;washbasin counter;cabinet door;door knob;door frame;doorstep
00487-erXNfWVjqZ8,7,10,stairs wall;plant;stair wall;stairs;stairs trim;landing;staircase handrail
00487-erXNfWVjqZ8,8,10,stacked chair;wall electronics;cabinet door;door frame;ceiling light fixture connection;smoke detector;radiator
00487-erXNfWVjqZ8,9,20,cardboard box;carpet roll;file cabinet;safe;storage box;bag;shelf;book;alarm;ceiling lamp;door frame;briefcase;door stopper
00487-erXNfWVjqZ8,10,11,shades;radiator;electric cable;door frame;ceiling fan
00487-erXNfWVjqZ8,11,19,bed;pillow;table lamp;nightstand;radiator;shades;wardrobe;mirror;mirror frame;dresser;closet door;door frame
00487-erXNfWVjqZ8,12,15,cabinet door;door frame;desk;radiator;hanging clothes;clothes hanger rod;shelf;ceiling fan
00487-erXNfWVjqZ8,13,30,shutter;shower wall;bathtub;bottle of detergent;shower stall;towel;toilet;toilet paper;toilet paper dispenser;recycle bin;toilet brush;towel bar;radiator;mirror;mirror frame;wall lamp;washbasin;washbasin counter;bottle of soap;bathroom utensil;tap;ceiling light fixture connection;ventilation;door frame
00495-CQWES1bawee,0,34,lamp;garage door motor;garage door;chair;canister;bag;cloth;mat;axe;wood;bin;cardboard box;case;clutter;appliance;shoe;basket of something;rug;recycle bin;shovel;cabinet;ladder;pipe;box;box of fruit;rack;paper towel;food
00495-CQWES1bawee,1,12,door frame;cardboard box;bottle of detergent;wine rack;container;case;box;clutter
00495-CQWES1bawee,2,27,lamp;blinds;box of tissues;book;tray;small table/stand;cabinet;chair;display cabinet;cardboard box;bag;clutter;door frame;ventilation;hanger;container;bowl;basket of something;table;bench;mat
00495-CQWES1bawee,3,23,container;laundry;laundry bag;blanket;appliance;bowl;broom;shovel;shelf;washing machine;washing powder;washing stuff;clutter;vacuum cleaner;bag;ironing board;cardboard box;hanger
00495-CQWES1bawee,4,21,towel;tap;hand soap;sink;urinal;bathroom accessory;mirror;lamp;ventilation;door frame;toilet paper;trash can;toilet;blanket;laundry bag;hanger
00495-CQWES1bawee,5,7,railing;stairs;lamp
00495-CQWES1bawee,6,9,heater;door frame;picture;lamp;stairs
00495-CQWES1bawee,7,22,towel;toilet;urinal;trash can;toilet brush;toilet paper;ventilation;sink;liquid soap;hand soap;bathroom accessory;bathroom art;bathroom cabinet;mirror;tap;soap;hanger
00495-CQWES1bawee,8,21,lamp;picture;mirror;cabinet;telephone;flowerpot;flower;decoration;heater;appliance;door frame;umbrella;stand;wardrobe;clutter
00495-CQWES1bawee,9,4,door/window
00495-CQWES1bawee,10,47,lamp;picture;heater;ventilation;tv;plant;flowerpot;flower;device;tv stand;pouffe;pillow;sofa chair;couch;decoration;table;rug;door frame;curtain;boxes with books;curtain rod;photo;clutter;cardboard box;storage bin;blanket;fireplace brush;fireplace;platform;speaker;stand;book;cabinet;art/clutter;railing;wall panel;stairs;shelf with art;table cloth;chair;cup;display cabinet
00495-CQWES1bawee,11,10,container;flowerpot;clutter;door/window;door frame;bowl;tray
00495-CQWES1bawee,12,53,lamp;heater;clutter;door frame;trashcan;flowerpot;flower;handbag;chair;table;picture;paper towel;container;microwave;mat;cup;fruit;newspaper;kitchen cabinet;ventilation;clock;pantry;oven;washcloth;kitchen appliance;range hood;cabinet;refrigerator;rug;plate;liquid soap;tap;sink;dishwasher;kitchen lower cabinet;cutting board;jar;kitchen handle;kitchen wall;kitchen top;kettle;coffee machine;can;kitchen utensil;window shutter;table cloth
00495-CQWES1bawee,13,20,wine bottle;wine rack;shelf;bag;container;clutter;cardboard box;mop;basket of something;basket;rack;bowl of fruit;box;food;jar
00495-CQWES1bawee,14,8,lamp;picture;stairs railing;stairs;ventilation
00495-CQWES1bawee,15,14,lamp;glass;decoration;casket;dresser;telephone;clutter;cabinet;ventilation;door frame
00495-CQWES1bawee,16,6,door frame
00495-CQWES1bawee,17,29,lamp;heater;towel;bathroom utensil;bathrobe;bath towel;ventilation;trashcan;mirror;toilet paper;toilet;liquid soap;rug;bath utensil;shower hose;shower curtain bar;shower curtain;shower case;bath mat;sink;bathroom accessory;bathroom cabinet;tap;hanger
00495-CQWES1bawee,18,31,lamp;heater;towel;toilet paper;toilet;bin;tap;liquid soap;soap;bathroom utensil;laundry basket;clutter;device;platform;ventilation;bathroom art;basket of something;bathroom accessory;bath towel;bathtub;bathtub utensil;mirror;sink;bathroom cabinet;hanger;shower hose
00495-CQWES1bawee,19,33,lamp;wall board;wardrobe;stuffed animal;toy;pillow;decoration;container;desk chair;desk;pad;bed;carpet;cardboard box;frame;flowerpot;flower;book;clutter;dresser;bag;hanger;clothes;heater;curtain rod;door/window frame;curtain;door/window
